name,articul,price,gb,screen
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I516512B7D Intel Core 5-120U (10 ядер/12 потоков, up to 5.0Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 8GB DDR4-3200Mhz, 2TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboard",291079,90127,8GB,"14.0"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 8GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboard",291094,90833,8GB,"14.0"""
"Lenovo Yoga Slim 6 14IRH8 Storm Grey Intel Core i5-13500H (12ядер/16потоков, up to 4.7Ghz), 16GB DDR5, 2TB M.2 NVMe™ PCIe® 4.0 SSD, Intel® Iris® Xe Graphics, 14"" WUXGA (1920x1200) OLED 400nits Glossy, WiFi 6, BT 5.3, 2x USB-C, HDMI, HD WebCam, Win11, Backlight Chiclet Keyboard, Eng-Rus Заводская клавиатура с подсветкой",272688,90833,16GB,"14"""
"Ультрабук HP OmniBook 5 Flip 14-fp0023dx i7-150U(up to 5.40GHz) 16GB DDR4, 512GB SSD NVMe, 14"" 2K(1920 x 1200) IPS Touch 360, Type-C, HDMI, WiFi, BT, WIN11H, клав. с подсв EN-RU, серебро[B86Q7UA#ABA]",274856,91314,16GB,"14"""
"Ноутбук ASUS VIVOBOOK 14 X1404VA-I512256 Intel i5-1334U(up to 4.6GHz) 24GB DDR4, 2TB SSD NVMe, 14.0"" FHD, Intel Iris Xe Graphics, WF, BT, HDMI, Type-C, WIN11H, ENG-RUS, темно синий",278304,92275,24GB,"14.0"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I516512B7D Intel Core 5-120U (10 ядер/12 потоков, up to 5.0Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 16GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2 + 512GB SSD PCIe️ NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster",291086,92347,16GB,"14.0"""
"DELL 14PLUS 2-IN-1 DB04250 ULTRA 7 256V 16GB 1TB SSD 14’’FHD T/S WIN11, ENG/RUS",288667,92567,16GB,None
"ASUS Vivobook 14 Flip (TP3407) Copilot+ PC, Intel® Core™ Ultra 7 256V (up to 4.8 GHz), 16 GB LPDDR5x, 1TB SSD, 14"" WUXGA OLED TouchScreen, Intel® Arc™ Graphics, Type-C, HDMI 2.1, Backlit Chiclet Keyboard, Wi-Fi 7, BT 5.4, Windows 11 Home, Matte Gray, RUS/ENG, [90NB14Y1-M005E0]",290613,92767,16 GB,"14"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 8GB DDR5, 2TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292659,92852,8GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I516512B7D Intel Core 5-120U (10 ядер/12 потоков, up to 5.0Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboar",291078,93659,32GB,"14.0"""
"HP OmniBook X Flip NGAI 2-in-1 16-AS0023DX Intel EVO Core Ultra 7 Processor 256V (8 ядер/8 потоков, up to 4.8Ghz), 16"" 2K IPS 400nits (1920 x 1200) 360° Touchscreen, 16GB LPDDR5X-8533 Mhz, 512GB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 2xUSB Type-A, 2xUSB-C, Thunderbolt 4, WiFi 6E, BT 5.3, 5MP IR AI Camera with Privacy Shutter, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Aluminium Top Cover (Алюминевый корпус), HP Fast Charge Type-C (Быстрая зар",292665,94366,16GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I516512B7D Intel Core 5-120U (10 ядер/12 потоков, up to 5.0Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 16GB DDR4-3200Mhz, 2TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboar",291080,94669,16GB,"14.0"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 24GB DDR5, 1TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292655,94870,24GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 16GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboar",291095,95375,16GB,"14.0"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 256GB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keybo",291090,95880,32GB,"14.0"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 32GB DDR5, 256GB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292644,95880,32GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 512GB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keybo",291093,97394,32GB,"14.0"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 16GB DDR5, 2TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292660,97394,16GB,"16"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 32GB DDR5, 512GB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER + Windows 11 Home",292650,97394,32GB,"16"""
"HP OmniBook X Flip NGAI 2-in-1 16-AS0023DX Intel EVO Core Ultra 7 Processor 256V (8 ядер/8 потоков, up to 4.8Ghz), 16"" 2K IPS 400nits (1920 x 1200) 360° Touchscreen, 16GB LPDDR5X-8533 Mhz, 1TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 2xUSB Type-A, 2xUSB-C, Thunderbolt 4, WiFi 6E, BT 5.3, 5MP IR AI Camera with Privacy Shutter, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Aluminium Top Cover (Алюминевый корпус), HP Fast Charge Type-C (Быстрая заряд",292666,99412,16GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 8GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2 + 512GB SSD PCIe️ NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster,",291103,99917,8GB,"14.0"""
"Ультрабук Lenovo IdeaPad Slim 5 16IRH10 i5-13420H (up 4.6Ghz) 16GB DDR5, 2TB SSD m2 NVMe, 16"" 2.8K (2880x1800) OLED 120Hz, Integrated Intel® UHD Graphics, Type-C, HDMI, WF, BT, DOS, ENG-RUS, корпус металл., серый [83HS002RRK]",287041,101214,16GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 8GB DDR4-3200Mhz, 2TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboard",291097,101935,8GB,"14.0"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I516512B7D Intel Core 5-120U (10 ядер/12 потоков, up to 5.0Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2 + 512GB SSD PCIe️ NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster",291087,102440,32GB,"14.0"""
"Ультрабук Acer Aspire Vero 16 AV16-51P-7063, Ultra 7 155U(up to 4.80GHz), 16GB DDR5, 2TB, 16"" WQXGA IPS, Intel Graphics, WIN11H, чехол скан. отп. пальцев клав. с подсв EN-RU, Cobblestone Gray",290334,103329,16GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 16GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2 + 512GB SSD PCIe️ NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster",291104,104458,16GB,"14.0"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I516512B7D Intel Core 5-120U (10 ядер/12 потоков, up to 5.0Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 2TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboar",291081,104761,32GB,"14.0"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 32GB DDR5, 1TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292656,104963,32GB,"16"""
"Lenovo Yoga 7i 16IML9 AI 2-in-1 Intel Core Ultra 7-155U (12 ядер/14 потоков, up to 4.8Ghz), 16"" WUXGA (1920x1200) IPS, 300nits, Dolby Vision, 16GB LPDDR5X-7467Mhz, 1TB SSD PCIe NVMe M.2, Intel Graphics, Wi-Fi 6E, BT 5.3, 2xUSB Type-A, 2xUSB Type-C, 2xThunderbolt 4.0, HDMI, FHD 1080p IR Camera with Privacy Shutter, Dolby Vision Atmos Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (Алюминевый корпус), Fast Charge (Б",292250,104963,16GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboar",291096,105468,32GB,"14.0"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 16GB DDR4-3200Mhz, 2TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboar",291098,106477,16GB,"14.0"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 24GB DDR5, 2TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292661,106477,24GB,"16"""
"Samsung Galaxy Book 4 Edge NP940XMA / CPU : Snapdragon X Elite X1E-80-100 (12 Ядер) / Ram : 16 GB LPDDR5X (8448 MHz) / SSD : 512 GB eUFS Memory G4 / VRAM : Shared / LCD : 14"" WQXGA+ AR Amoled Touch Screen / Keyboard : Eng/Rus Backlit / OS : Windows 11 Home / Color : Sapphire Blue / US Plug",292692,109807,16 GB,"14"""
"HP OmniBook X Flip NGAI 2-in-1 16-AS0023DX Intel EVO Core Ultra 7 Processor 256V (8 ядер/8 потоков, up to 4.8Ghz), 16"" 2K IPS 400nits (1920 x 1200) 360° Touchscreen, 16GB LPDDR5X-8533 Mhz, 2TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 2xUSB Type-A, 2xUSB-C, Thunderbolt 4, WiFi 6E, BT 5.3, 5MP IR AI Camera with Privacy Shutter, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Aluminium Top Cover (Алюминевый корпус), HP Fast Charge Type-C (Быстрая заряд",292667,111019,16GB,"16"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 1TB SSD PCIe NVMe M.2 + 512GB SSD PCIe️ NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster",291105,114551,32GB,"14.0"""
"Asus ExpertBook B3 Flip 2-in-1 B3402FVA-I716512B7D Intel Core 7-150U (10 ядер/12 потоков, up to 5.4Ghz), 14.0"" FULL HD IPS 400nits (1920 x 1080) 360° Touchscreen, 32GB DDR4-3200Mhz, 2TB SSD PCIe NVMe M.2, Intel Graphics, WiFi 6E, BT5.4, 2xUSB Type-A, 2xThunderbolt 4, RJ45 Gigabit Ethernet, HDMI 2.1, Dual Camera 720p 3DNR HD Webam with Privacy Shutter + Special 13 MP world-facing high-resolution camera located just above the keyboard, Audio Sound by SonicMaster, Backlight Chiclet Keyboar",291099,116570,32GB,"14.0"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 32GB DDR5, 2TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292662,116570,32GB,"16"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 48GB DDR5, 256GB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292645,118083,48GB,"16"""
"HP OmniBook X Flip NGAI 2-in-1 16-AS0033DX Intel Core Ultra 7 258V (8 ядер/8 потоков, up to 4.8Ghz), 16"" 2K IPS 400nits (1920 x 1200) 360° Touchscreen, 32GB LPDDR5X-8533 Mhz, 512GB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 2xUSB Type-A, 2xUSB-C, Thunderbolt 4, WiFi 6E, BT 5.3, 5MP IR AI Camera with Privacy Shutter, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Aluminium Top Cover (Алюминевый корпус), HP Fast Charge Type-C (Быстрая зарядка), Copilot",291106,118083,32GB,"16"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 48GB DDR5, 512GB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER + Windows 11 Home",292651,119597,48GB,"16"""
"HP OmniBook X Flip NGAI 2-in-1 16-AS0033DX Intel Core Ultra 7 258V (8 ядер/8 потоков, up to 4.8Ghz), 16"" 2K IPS 400nits (1920 x 1200) 360° Touchscreen, 32GB LPDDR5X-8533 Mhz, 1TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 2xUSB Type-A, 2xUSB-C, Thunderbolt 4, WiFi 6E, BT 5.3, 5MP IR AI Camera with Privacy Shutter, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Aluminium Top Cover (Алюминевый корпус), HP Fast Charge Type-C (Быстрая зарядка), Copilot K",291107,123130,32GB,"16"""
"Apple MacBook Air 13.6"" Apple M5 (10СPU, 8GPU) 16GB RAM, 512GB SSD (Midnight)",290587,126655,16GB,"13.6"""
"Apple MacBook Air 13.6"" Apple M5 (10СPU, 8GPU) 16GB RAM, 512GB SSD (Sky Blue)",290588,126655,16GB,"13.6"""
"Apple MacBook Air 13.6"" Apple M5 (10СPU, 8GPU) 16GB RAM, 512GB SSD (Starlight)",290589,126655,16GB,"13.6"""
"HP OmniBook Ultra Flip NGAI 2-in-1 14-FH0047NR Intel EVO Core Ultra 7 Processor 256V (8 ядер/8 потоков, up to 4.8Ghz), 14"" 3K UWVA OLED 500nits (2880 x 1800) 120Hz, 360° Touchscreen, HDR 500, Gorilla Glass 5, 16 LPDDR5X-8533Mhz, 512GB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 1xUSB-C, 2xThunderbolt 4, WiFi 7, BT 5.4, 9MP IR AI Camera, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (А",291110,126662,512GB,"14"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 48GB DDR5, 1TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292657,127167,48GB,"16"""
"Apple MacBook Air 13.6"" Apple M5 (10СPU, 8GPU) 16GB RAM, 512GB SSD (Silver)",290586,127655,16GB,"13.6"""
"HP OmniBook X Flip NGAI 2-in-1 16-AS0033DX Intel Core Ultra 7 258V (8 ядер/8 потоков, up to 4.8Ghz), 16"" 2K IPS 400nits (1920 x 1200) 360° Touchscreen, 32GB LPDDR5X-8533 Mhz, 2TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 2xUSB Type-A, 2xUSB-C, Thunderbolt 4, WiFi 6E, BT 5.3, 5MP IR AI Camera with Privacy Shutter, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Aluminium Top Cover (Алюминевый корпус), HP Fast Charge Type-C (Быстрая зарядка), Copilot K",291108,130195,32GB,"16"""
"Dell 14 Plus-LDB04250 AI 2-in-1 Intel Core Ultra 9 288V (8 ядер/8 потоков, up to 5.1Ghz), 14"" 2K IPS WUXGA (1920x1200) Touch, 32GB LPDDR5-8533Mhz, 512GB SSD PCIe NVMe M.2, Intel Arc 140V GPU Graphics, Wi-Fi 7, BT 5.4, 1xUSB Type-A, 2xUSB-C, Thunderbolt 4, 1080p at 30 fps FHD Webam, Fingerprint Scaner (Сканер отпечатка пальцев), Backlight Chiclet Keyboard (Подсветка клавиатуры), Waves MaxxAudio Sound, Aluminium Top Cover (Алюминевый корпус), Copilot Key+PC, 64Wh Li-ion battery, Eng-Rus, ICE",291902,130699,32GB,"14"""
"Hp Omnibook 14 -FH0013DX Intel Core Ultra 7 256V (up to 4.8 GHz), 16 GB LPDDR5X, 1TB SSD, 14"" OLED 3K, 2880x1800, 120 Hz, Touch-Screen X360, Intel Arc Graphics, 2x Thunderbolt 4, Wi-Fi 7, Bluetooth 5.4, WIN11, ENG/RUS",288681,130754,16 GB,"14"""
"HP OmniBook Ultra Flip NGAI 2-in-1 14-FH0047NR Intel EVO Core Ultra 7 Processor 256V (8 ядер/8 потоков, up to 4.8Ghz), 14"" 3K UWVA OLED 500nits (2880 x 1800) 120Hz, 360° Touchscreen, HDR 500, Gorilla Glass 5, 16 LPDDR5X-8533Mhz, 1TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 1xUSB-C, 2xThunderbolt 4, WiFi 7, BT 5.4, 9MP IR AI Camera, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (Алю",291111,131507,1TB,"14"""
"Dell 14 Plus-LDB04250 AI 2-in-1 Intel Core Ultra 9 288V (8 ядер/8 потоков, up to 5.1Ghz), 14"" 2K IPS WUXGA (1920x1200) Touch, 32GB LPDDR5-8533Mhz, 1TB SSD PCIe NVMe M.2, Intel Arc 140V GPU Graphics, Wi-Fi 7, BT 5.4, 1xUSB Type-A, 2xUSB-C, Thunderbolt 4, 1080p at 30 fps FHD Webam, Fingerprint Scaner (Сканер отпечатка пальцев), Backlight Chiclet Keyboard (Подсветка клавиатуры), Waves MaxxAudio Sound, Aluminium Top Cover (Алюминевый корпус), Copilot Key+PC, 64Wh Li-ion battery, Eng-Rus, ICE BL",291903,135745,32GB,"14"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 48GB DDR5, 2TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292663,138773,48GB,"16"""
